@RELATION FEATURE_VALUES_MIPVerifySDP_cleanARPsamplefeatureset

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE n_vars NUMERIC
@ATTRIBUTE n_constr NUMERIC
@ATTRIBUTE n_nzcnt NUMERIC
@ATTRIBUTE lp_avg NUMERIC
@ATTRIBUTE lp_l2_avg NUMERIC
@ATTRIBUTE lp_linf NUMERIC
@ATTRIBUTE num_i_variables NUMERIC
@ATTRIBUTE num_c_variables NUMERIC
@ATTRIBUTE ratio_i_variables NUMERIC
@ATTRIBUTE ratio_c_variables NUMERIC
@ATTRIBUTE rhs_c_0_avg NUMERIC
@ATTRIBUTE rhs_c_0_varcoef NUMERIC
@ATTRIBUTE rhs_c_1_avg NUMERIC
@ATTRIBUTE rhs_c_1_varcoef NUMERIC
@ATTRIBUTE rhs_c_2_avg NUMERIC
@ATTRIBUTE rhs_c_2_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg0_avg NUMERIC
@ATTRIBUTE vcg_constr_deg0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_weight0_avg NUMERIC
@ATTRIBUTE vcg_constr_weight0_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight0_avg NUMERIC
@ATTRIBUTE vcg_var_weight0_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized0_avg NUMERIC
@ATTRIBUTE A_ij_normalized0_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs0_varcoef NUMERIC
@ATTRIBUTE vcg_constr_deg1_avg NUMERIC
@ATTRIBUTE vcg_constr_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_avg NUMERIC
@ATTRIBUTE vcg_var_deg1_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg1_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight1_avg NUMERIC
@ATTRIBUTE vcg_constr_weight1_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight1_avg NUMERIC
@ATTRIBUTE vcg_var_weight1_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized1_avg NUMERIC
@ATTRIBUTE A_ij_normalized1_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs1_varcoef NUMERIC
@ATTRIBUTE obj_coefs1_avg NUMERIC
@ATTRIBUTE obj_coefs1_std NUMERIC
@ATTRIBUTE obj_coef_per_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr1_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr1_std NUMERIC
@ATTRIBUTE vcg_constr_deg2_avg NUMERIC
@ATTRIBUTE vcg_constr_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_avg NUMERIC
@ATTRIBUTE vcg_var_deg2_varcoef NUMERIC
@ATTRIBUTE vcg_var_deg2_q90mq10 NUMERIC
@ATTRIBUTE vcg_constr_weight2_avg NUMERIC
@ATTRIBUTE vcg_constr_weight2_varcoef NUMERIC
@ATTRIBUTE vcg_var_weight2_avg NUMERIC
@ATTRIBUTE vcg_var_weight2_varcoef NUMERIC
@ATTRIBUTE A_ij_normalized2_avg NUMERIC
@ATTRIBUTE A_ij_normalized2_varcoef NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_avg NUMERIC
@ATTRIBUTE a_normalized_varcoefs2_varcoef NUMERIC
@ATTRIBUTE obj_coefs2_avg NUMERIC
@ATTRIBUTE obj_coefs2_std NUMERIC
@ATTRIBUTE obj_coef_per_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_constr2_std NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_avg NUMERIC
@ATTRIBUTE obj_coef_per_sqr_constr2_std NUMERIC
@ATTRIBUTE mipgap NUMERIC
@ATTRIBUTE nodecnt NUMERIC
@ATTRIBUTE pre_t NUMERIC
@ATTRIBUTE new_row NUMERIC
@ATTRIBUTE new_col NUMERIC
@ATTRIBUTE new_nonzero NUMERIC
@ATTRIBUTE clique_table NUMERIC
@ATTRIBUTE cliqueCuts NUMERIC
@ATTRIBUTE impliedBoundCuts NUMERIC
@ATTRIBUTE flowCuts NUMERIC
@ATTRIBUTE mixedIntegerRoundingCuts NUMERIC
@ATTRIBUTE gomoryFractionalCuts NUMERIC

@DATA
mip3979, 1, 2953.0, 4336.0, 491140.0, 0.137605, 0.223278, 0.498412, 304.0, 2649.0, 0.102946, 0.897054, 0.492775, 1.95363, 0.123457, 2.42172, -0.00125996, -79.8003, 0.140221, 2.64123, 0.015636, 31.3665, 0.223019, 7.26417, 1.66702, 5.38326, 0.000652313, 65.8407, 113.13, 2.4395, 185.176, 1.49005, 607.0, 0.632742, 1.37515, 1.0357, 14.7715, 0.0085635, 227.649, 2.11367, 3.33245, 0.000377501, 0.0194257, 4.81506e-07, 2.47777e-05, 1.34822e-05, 0.000693776, 113.27, 2.43776, 166.319, 1.60653, 608.0, 0.648378, 1.51837, 0.952038, 15.232, 0.00993799, 197.857, 2.14666, 3.28013, 0.000338639, 0.018399, 4.31937e-07, 2.34681e-05, 1.20942e-05, 0.000657108, 1.0, 0.0, 0.25, 1977.0, 1529.0, 486717.0, 24.0, 0.0, 0.0, 0.0, 11.0, 5.0
mip8663, 1, 2999.0, 4428.0, 527779.0, 0.129208, 0.215867, 0.499395, 327.0, 2672.0, 0.109036, 0.890964, 0.498737, 1.8805, 0.106817, 2.59587, 0.00200843, 47.7467, 0.147696, 2.55265, 0.0185421, 26.2863, 0.251084, 6.23991, 1.78036, 6.88815, 0.00063876, 66.5357, 119.044, 2.36943, 197.277, 1.50069, 653.0, 0.639126, 1.3934, 1.05915, 14.3849, 0.00753255, 183.477, 2.2278, 3.24004, 0.000374251, 0.019342, 4.77362e-07, 2.46709e-05, 1.33661e-05, 0.000690784, 119.191, 2.36772, 175.985, 1.62512, 654.0, 0.657668, 1.52777, 0.971041, 14.8219, 0.0089661, 159.012, 2.26341, 3.18833, 0.000333444, 0.0182574, 4.25312e-07, 2.32875e-05, 1.19087e-05, 0.000652051, 1.0, 0.0, 0.27, 2016.0, 1560.0, 523273.0, 37.0, 0.0, 0.0, 0.0, 108.0, 54.0
mip7658, 1, 2957.0, 4344.0, 494326.0, 0.181207, 0.285198, 0.499838, 306.0, 2651.0, 0.103483, 0.896517, 0.512191, 1.79586, 0.112207, 2.52296, 0.000458972, 222.564, 0.140884, 2.63308, 0.0210556, 22.3953, 0.298907, 5.04609, 1.25739, 2.4255, 0.000651111, 65.9014, 113.654, 2.43309, 186.237, 1.49099, 611.0, 0.630001, 1.39236, 1.03234, 14.8137, 0.00885953, 144.446, 2.12211, 3.32651, 0.000377216, 0.0194184, 4.81143e-07, 2.47684e-05, 1.3472e-05, 0.000693514, 113.795, 2.43135, 167.171, 1.60816, 612.0, 0.651057, 1.51873, 0.956439, 15.1497, 0.00986615, 130.003, 2.15523, 3.27416, 0.000338181, 0.0183866, 4.31353e-07, 2.34523e-05, 1.20779e-05, 0.000656663, 1.0, 0.0, 0.25, 1959.0, 1521.0, 489853.0, 173.0, 0.0, 0.0, 0.0, 92.0, 47.0
mip4128, 1, 2923.0, 4276.0, 467245.0, 0.136131, 0.219277, 0.499326, 289.0, 2634.0, 0.098871, 0.901129, 0.482579, 1.90966, 0.137899, 2.31652, 0.000799734, 126.27, 0.135173, 2.70545, 0.0149639, 30.6659, 0.221403, 6.92987, 1.03283, 0.596791, 0.000661466, 65.3835, 109.136, 2.48979, 177.17, 1.483, 577.0, 0.628904, 1.41669, 1.02095, 15.0261, 0.00598151, 166.831, 2.03581, 3.40023, 0.000379651, 0.0194809, 4.84248e-07, 2.48481e-05, 1.3559e-05, 0.000695747, 109.272, 2.48802, 159.851, 1.59422, 577.0, 0.643868, 1.53971, 0.941902, 15.4717, 0.00680825, 146.598, 2.06787, 3.34659, 0.000342114, 0.0184932, 4.3637e-07, 2.35882e-05, 1.22184e-05, 0.00066047, 1.0, 0.0, 0.24, 1940.0, 1503.0, 462853.0, 75.0, 0.0, 6.0, 0.0, 80.0, 39.0
mip4537, 1, 2903.0, 4236.0, 451315.0, 0.146935, 0.233874, 0.498384, 279.0, 2624.0, 0.0961075, 0.903893, 0.477655, 1.9685, 0.178129, 1.99733, -0.000455458, -213.179, 0.131728, 2.75153, 0.0128393, 36.2209, 0.194937, 8.16501, 1.11001, 0.728937, 0.000667712, 65.0769, 106.411, 2.5256, 171.782, 1.47823, 557.0, 0.630974, 1.37033, 1.0186, 15.0864, 0.00767807, 149.074, 1.9828, 3.44846, 0.000381098, 0.019518, 4.86094e-07, 2.48954e-05, 1.36106e-05, 0.000697071, 106.543, 2.52382, 155.465, 1.58592, 557.0, 0.643813, 1.50216, 0.939439, 15.5627, 0.0085868, 133.321, 2.01372, 3.39406, 0.000344471, 0.0185567, 4.39377e-07, 2.36693e-05, 1.23025e-05, 0.000662741, 1.0, 0.0, 0.23, 2010.0, 1533.0, 447133.0, 308.0, 0.0, 0.0, 0.0, 16.0, 8.0
mip9985, 1, 2951.0, 4332.0, 489547.0, 0.110964, 0.186747, 0.498147, 303.0, 2648.0, 0.102677, 0.897323, 0.464111, 1.86551, 0.0875784, 3.0338, 0.0021237, 46.6434, 0.139889, 2.64534, 0.0153288, 28.312, 0.219157, 6.32035, 1.10719, 0.773657, 0.000652915, 65.8103, 112.867, 2.44273, 184.645, 1.48958, 605.0, 0.623313, 1.41152, 1.01971, 15.0066, 0.00643292, 192.781, 2.10857, 3.33679, 0.000377644, 0.0194294, 4.81688e-07, 2.47824e-05, 1.34873e-05, 0.000693907, 113.007, 2.44099, 165.892, 1.60572, 606.0, 0.638642, 1.52469, 0.937511, 15.4711, 0.00731336, 169.59, 2.13954, 3.28666, 0.000338868, 0.0184053, 4.3223e-07, 2.34761e-05, 1.21024e-05, 0.00065733, 1.0, 0.0, 0.25, 1862.0, 1471.0, 484901.0, 9.0, 0.0, 0.0, 0.0, 70.0, 33.0
mip4205, 1, 2877.0, 4184.0, 430606.0, 0.133696, 0.224995, 0.497847, 266.0, 2611.0, 0.0924574, 0.907543, 0.513143, 1.86443, 0.191522, 1.91436, 0.00221307, 38.6523, 0.127151, 2.81586, 0.017727, 25.6583, 0.278834, 5.63479, 1.71874, 4.12574, 0.00067601, 64.6761, 102.79, 2.57523, 164.716, 1.47196, 531.0, 0.627599, 1.37256, 1.0057, 15.3146, 0.00997391, 162.791, 1.9118, 3.51649, 0.000382995, 0.0195665, 4.88514e-07, 2.49573e-05, 1.36784e-05, 0.000698804, 102.917, 2.57342, 149.672, 1.57502, 531.0, 0.645326, 1.49605, 0.938493, 15.6441, 0.011326, 144.441, 1.94269, 3.45881, 0.000347584, 0.0186404, 4.43347e-07, 2.3776e-05, 1.24137e-05, 0.000665728, 1.0, 0.0, 0.22, 1963.0, 1503.0, 426421.0, 35.0, 0.0, 0.0, 0.0, 13.0, 6.0
mip9609, 1, 2981.0, 4392.0, 513442.0, 0.125438, 0.206169, 0.499057, 318.0, 2663.0, 0.106676, 0.893324, 0.471822, 1.92249, 0.138549, 2.2867, -0.00205391, -53.6797, 0.144809, 2.58601, 0.0182882, 25.6566, 0.252584, 5.98037, 3.1215, 9.84527, 0.000643995, 66.2646, 116.759, 2.39591, 192.567, 1.49655, 635.0, 0.627986, 1.39075, 1.03572, 14.7341, 0.00700483, 234.902, 2.18523, 3.27273, 0.000375516, 0.0193746, 4.78975e-07, 2.47125e-05, 1.34113e-05, 0.00069195, 116.904, 2.39419, 172.238, 1.61789, 636.0, 0.646275, 1.5267, 0.952176, 15.1589, 0.00953121, 195.703, 2.22105, 3.21889, 0.000335458, 0.0183124, 4.2788e-07, 2.33577e-05, 1.19806e-05, 0.000654016, 1.0, 0.0, 0.26, 2023.0, 1559.0, 509013.0, 19.0, 0.0, 0.0, 0.0, 25.0, 13.0
mip1881, 1, 2921.0, 4272.0, 465652.0, 0.1285, 0.212973, 0.498168, 288.0, 2633.0, 0.0985964, 0.901404, 0.501, 1.89055, 0.145053, 2.1973, -0.000535368, -178.269, 0.134831, 2.70994, 0.0195728, 23.9768, 0.29033, 5.41037, 1.09559, 0.660176, 0.000662085, 65.3529, 108.866, 2.49328, 176.633, 1.48252, 575.0, 0.629939, 1.40563, 1.02207, 15.0111, 0.00726003, 190.638, 2.03097, 3.40425, 0.000379795, 0.0194846, 4.84432e-07, 2.48528e-05, 1.35641e-05, 0.00069588, 109.001, 2.49151, 159.415, 1.59339, 575.0, 0.649512, 1.53238, 0.94992, 15.3448, 0.00814468, 169.924, 2.06499, 3.34731, 0.000342349, 0.0184995, 4.36669e-07, 2.35963e-05, 1.22267e-05, 0.000660696, 1.0, 0.0, 0.24, 1987.0, 1526.0, 461361.0, 49.0, 0.0, 0.0, 0.0, 11.0, 7.0
mip414, 1, 2965.0, 4360.0, 500698.0, 0.111655, 0.197604, 0.493349, 310.0, 2655.0, 0.104553, 0.895447, 0.453011, 1.96623, 0.16571, 2.1088, -0.00458248, -25.3301, 0.142202, 2.61704, 0.0204832, 21.9712, 0.288086, 5.03201, 1.54104, 2.04774, 0.000648722, 66.0227, 114.697, 2.42045, 188.353, 1.49285, 619.0, 0.618491, 1.40428, 1.01568, 15.0449, 0.00870304, 160.423, 2.14685, 3.3029, 0.000376648, 0.0194038, 4.80418e-07, 2.47497e-05, 1.34517e-05, 0.000692991, 114.839, 2.41871, 168.869, 1.61141, 620.0, 0.638974, 1.50008, 0.939605, 15.3992, 0.00995882, 140.499, 2.1821, 3.24851, 0.000337268, 0.0183618, 4.30189e-07, 2.34206e-05, 1.20453e-05, 0.000655777, 1.0, 0.0, 0.25, 2055.0, 1571.0, 496389.0, 63.0, 0.0, 4.0, 0.0, 89.0, 43.0
mip1968, 1, 2979.0, 4388.0, 511849.0, 0.125664, 0.210121, 0.4987, 317.0, 2662.0, 0.106412, 0.893588, 0.524606, 1.92785, 0.135631, 2.26446, 0.000141154, 724.357, 0.144485, 2.58981, 0.0186548, 27.4257, 0.258225, 6.36712, 70.7163, 17.4577, 0.000644582, 66.2344, 116.503, 2.39893, 192.042, 1.49609, 633.0, 0.632482, 1.38994, 1.04257, 14.6389, -0.0900203, -4054.09, 2.17865, 3.27911, 0.000375657, 0.0193782, 4.79155e-07, 2.47171e-05, 1.34163e-05, 0.00069208, 116.647, 2.3972, 171.819, 1.61708, 634.0, 0.651137, 1.55293, 0.95911, 15.0549, -0.0323302, -11336.3, 2.2121, 3.22954, 0.000335683, 0.0183186, 4.28167e-07, 2.33655e-05, 1.19887e-05, 0.000654235, 1.0, 0.0, 0.26, 2056.0, 1575.0, 507493.0, 1.0, 0.0, 0.0, 0.0, 14.0, 7.0
mip4818, 1, 2995.0, 4420.0, 524593.0, 0.138978, 0.219691, 0.498759, 325.0, 2670.0, 0.108514, 0.891486, 0.534276, 1.91535, 0.115184, 2.43123, 0.00226677, 47.3975, 0.147059, 2.55993, 0.0163365, 32.0616, 0.222176, 7.50298, 1.15713, 1.10475, 0.000639916, 66.4756, 118.539, 2.37522, 196.233, 1.49977, 649.0, 0.641248, 1.34687, 1.06154, 14.3565, 0.00553448, 228.593, 2.21649, 3.24988, 0.000374532, 0.0193492, 4.77719e-07, 2.46801e-05, 1.33761e-05, 0.000691043, 118.686, 2.37351, 175.156, 1.62352, 650.0, 0.657585, 1.5242, 0.970459, 14.8406, 0.00644331, 196.415, 2.25013, 3.20161, 0.00033389, 0.0182696, 4.2588e-07, 2.33031e-05, 1.19246e-05, 0.000652486, 1.0, 0.0, 0.27, 2036.0, 1569.0, 520141.0, 168.0, 0.0, 0.0, 0.0, 123.0, 63.0
mip3389, 1, 2915.0, 4260.0, 460873.0, 0.148692, 0.236974, 0.49982, 285.0, 2630.0, 0.0977702, 0.90223, 0.489924, 1.88728, 0.121364, 2.49309, 0.00230132, 41.4328, 0.133803, 2.72355, 0.0130985, 35.3952, 0.195788, 8.02875, 1.09071, 0.951713, 0.00066395, 65.261, 108.052, 2.50388, 175.02, 1.4811, 569.0, 0.62907, 1.39004, 1.01895, 15.066, 0.0079004, 127.76, 2.01233, 3.42313, 0.000380228, 0.0194957, 4.84985e-07, 2.4867e-05, 1.35796e-05, 0.000696276, 108.186, 2.50211, 158.104, 1.59091, 569.0, 0.642168, 1.51208, 0.938469, 15.5488, 0.00876041, 115.273, 2.04443, 3.36807, 0.000343053, 0.0185185, 4.37568e-07, 2.36206e-05, 1.22519e-05, 0.000661376, 1.0, 0.0, 0.23, 1762.0, 1412.0, 456153.0, 63.0, 0.0, 0.0, 0.0, 0.0, 0.0
mip8792, 1, 2987.0, 4404.0, 518221.0, 0.11525, 0.19738, 0.499945, 321.0, 2666.0, 0.107466, 0.892534, 0.450435, 1.96513, 0.135342, 2.33801, -0.00416176, -28.0653, 0.145777, 2.57471, 0.0197697, 22.9899, 0.271232, 5.34107, 2.0994, 3.73737, 0.00064224, 66.3551, 117.525, 2.38696, 194.141, 1.49793, 641.0, 0.628704, 1.37915, 1.03856, 14.6852, 0.00852411, 200.219, 2.20278, 3.25695, 0.000375094, 0.0193637, 4.78436e-07, 2.46986e-05, 1.33962e-05, 0.000691561, 117.671, 2.38524, 173.492, 1.6203, 642.0, 0.648474, 1.49316, 0.956103, 15.0806, 0.0102356, 168.211, 2.23894, 3.20342, 0.000334784, 0.018294, 4.2702e-07, 2.33342e-05, 1.19566e-05, 0.000653359, 1.0, 0.0, 0.27, 2032.0, 1565.0, 513789.0, 259.0, 0.0, 0.0, 0.0, 67.0, 34.0
mip7141, 1, 2955.0, 4340.0, 492733.0, 0.123701, 0.207447, 0.492443, 305.0, 2650.0, 0.103215, 0.896785, 0.493689, 1.88041, 0.127833, 2.39519, -6.03999e-05, -1757.12, 0.140553, 2.63714, 0.0175411, 26.8419, 0.249602, 6.11012, 1.32768, 1.67104, 0.000651711, 65.8711, 113.392, 2.43629, 185.707, 1.49052, 609.0, 0.630237, 1.38365, 1.03216, 14.819, 0.00738525, 210.72, 2.1193, 3.32735, 0.000377358, 0.0194221, 4.81325e-07, 2.4773e-05, 1.34771e-05, 0.000693645, 113.533, 2.43454, 166.746, 1.60735, 610.0, 0.647778, 1.51924, 0.95139, 15.2356, 0.00846471, 183.979, 2.15255, 3.27439, 0.000338409, 0.0183928, 4.31645e-07, 2.34602e-05, 1.20861e-05, 0.000656886, 1.0, 0.0, 0.25, 1982.0, 1532.0, 488313.0, 267.0, 0.0, 0.0, 0.0, 34.0, 17.0
mip1394, 1, 3111.0, 4652.0, 616987.0, 0.138186, 0.220127, 0.4971, 383.0, 2728.0, 0.123112, 0.876888, 0.459524, 1.99125, 0.0809642, 3.02774, 0.0015744, 63.2056, 0.16466, 2.3757, 0.0164953, 30.023, 0.200355, 7.57097, 1.11336, 0.964479, 0.000608002, 68.1982, 132.464, 2.22704, 225.887, 1.52578, 765.0, 0.646306, 1.43903, 1.10213, 13.689, 0.00573407, 276.218, 2.49209, 3.04692, 0.000366569, 0.0191425, 4.67562e-07, 2.44164e-05, 1.30917e-05, 0.00068366, 132.628, 2.22539, 198.324, 1.66909, 766.0, 0.662801, 1.57571, 0.991112, 14.2678, 0.006632, 238.815, 2.52936, 3.0009, 0.00032144, 0.0179259, 4.1e-07, 2.28646e-05, 1.148e-05, 0.00064021, 1.0, 0.0, 0.33, 2114.0, 1637.0, 612285.0, 42.0, 0.0, 0.0, 0.0, 43.0, 22.0
mip4695, 1, 2941.0, 4312.0, 481582.0, 0.140045, 0.220135, 0.49992, 298.0, 2643.0, 0.101326, 0.898674, 0.47966, 1.94119, 0.152581, 2.19487, -0.00114248, -85.0578, 0.138219, 2.66625, 0.0150235, 31.4507, 0.217387, 7.18445, 1.23974, 1.10627, 0.000655943, 65.6582, 111.546, 2.45915, 181.985, 1.48724, 595.0, 0.631161, 1.37518, 1.02973, 14.8708, 0.00861405, 126.97, 2.0837, 3.35749, 0.000378358, 0.0194477, 4.82599e-07, 2.48058e-05, 1.35128e-05, 0.000694562, 111.684, 2.45739, 163.748, 1.60163, 596.0, 0.646185, 1.51018, 0.947415, 15.3333, 0.00963453, 113.608, 2.11592, 3.30527, 0.00034002, 0.0184365, 4.33699e-07, 2.3516e-05, 1.21436e-05, 0.000658447, 1.0, 0.0, 0.24, 1995.0, 1535.0, 477237.0, 4.0, 0.0, 2.0, 0.0, 37.0, 19.0
mip8970, 1, 2925.0, 4280.0, 468838.0, 0.146214, 0.230747, 0.498566, 290.0, 2635.0, 0.0991453, 0.900855, 0.522744, 1.90195, 0.156528, 2.09247, 0.00278176, 32.8566, 0.135514, 2.70099, 0.0145227, 33.9471, 0.214335, 7.73685, 1.01444, 0.538282, 0.000660847, 65.4141, 109.406, 2.48631, 177.707, 1.48347, 579.0, 0.64239, 1.35571, 1.04343, 14.6987, 0.00939409, 130.963, 2.04127, 3.39659, 0.000379507, 0.0194772, 4.84065e-07, 2.48434e-05, 1.35538e-05, 0.000695615, 109.542, 2.48455, 160.286, 1.59504, 579.0, 0.656913, 1.53347, 0.961227, 15.156, 0.0101991, 120.619, 2.07327, 3.34312, 0.00034188, 0.0184868, 4.36072e-07, 2.35802e-05, 1.221e-05, 0.000660244, 1.0, 0.0, 0.24, 2007.0, 1537.0, 464573.0, 51.0, 0.0, 0.0, 0.0, 24.0, 13.0
mip8141, 1, 2987.0, 4404.0, 518221.0, 0.137112, 0.221812, 0.498959, 321.0, 2666.0, 0.107466, 0.892534, 0.502475, 2.01735, 0.212694, 1.73724, -0.00366796, -32.8337, 0.145777, 2.57471, 0.0176582, 29.0691, 0.242264, 6.80292, 1.29569, 1.66266, 0.00064224, 66.3551, 117.525, 2.38696, 194.141, 1.49793, 641.0, 0.631075, 1.35863, 1.04248, 14.6304, 0.00749526, 196.36, 2.20072, 3.25993, 0.000375094, 0.0193637, 4.78436e-07, 2.46986e-05, 1.33962e-05, 0.000691561, 117.671, 2.38524, 173.492, 1.6203, 642.0, 0.648733, 1.53021, 0.956485, 15.0775, 0.0085454, 172.363, 2.23525, 3.20856, 0.000334784, 0.018294, 4.2702e-07, 2.33342e-05, 1.19566e-05, 0.000653359, 1.0, 0.0, 0.27, 2198.0, 1648.0, 514121.0, 194.0, 0.0, 0.0, 0.0, 0.0, 0.0
mip9065, 1, 2939.0, 4308.0, 479989.0, 0.189037, 0.288261, 0.499881, 297.0, 2642.0, 0.101055, 0.898945, 0.496535, 1.82743, 0.170691, 2.0459, -0.000372146, -266.978, 0.137883, 2.67051, 0.0188479, 24.5933, 0.273389, 5.53416, 1.2552, 1.58978, 0.000656552, 65.6277, 111.28, 2.46248, 181.452, 1.48677, 593.0, 0.621941, 1.38059, 1.01413, 15.1046, 0.00724414, 202.882, 2.07629, 3.36545, 0.000378501, 0.0194514, 4.82782e-07, 2.48105e-05, 1.35179e-05, 0.000694694, 111.418, 2.46073, 163.317, 1.60081, 594.0, 0.640789, 1.50925, 0.939271, 15.4727, 0.0082628, 177.984, 2.10967, 3.31079, 0.000340252, 0.0184428, 4.33995e-07, 2.35239e-05, 1.21518e-05, 0.000658671, 1.0, 0.0, 0.24, 2044.0, 1559.0, 475749.0, 90.0, 0.0, 0.0, 0.0, 73.0, 36.0
mip8988, 1, 2999.0, 4428.0, 527779.0, 0.134991, 0.216273, 0.499668, 327.0, 2672.0, 0.109036, 0.890964, 0.506818, 1.9437, 0.116673, 2.42784, 0.000472552, 227.383, 0.147696, 2.55265, 0.0158562, 32.3329, 0.214714, 7.69126, 1.47668, 3.74988, 0.00063876, 66.5357, 119.044, 2.36943, 197.277, 1.50069, 653.0, 0.638716, 1.38822, 1.05847, 14.3923, 0.00728186, 189.511, 2.22815, 3.23957, 0.000374251, 0.019342, 4.77362e-07, 2.46709e-05, 1.33661e-05, 0.000690784, 119.191, 2.36772, 175.985, 1.62512, 654.0, 0.654572, 1.55949, 0.96647, 14.8914, 0.0084802, 163.805, 2.26392, 3.18816, 0.000333444, 0.0182574, 4.25312e-07, 2.32875e-05, 1.19087e-05, 0.000652051, 1.0, 0.0, 0.27, 2052.0, 1578.0, 523345.0, 6.0, 0.0, 0.0, 0.0, 51.0, 25.0
mip4618, 1, 2895.0, 4220.0, 444943.0, 0.126387, 0.214806, 0.496074, 275.0, 2620.0, 0.0949914, 0.905009, 0.505464, 1.73846, 0.144084, 2.2229, 0.000344181, 270.596, 0.130332, 2.77077, 0.0189168, 23.5686, 0.290287, 5.09972, 1.50077, 3.88002, 0.000670243, 64.9538, 105.306, 2.54049, 169.616, 1.47631, 549.0, 0.618938, 1.40946, 0.996916, 15.4248, 0.00755229, 197.007, 1.96133, 3.46852, 0.000381679, 0.0195329, 4.86836e-07, 2.49144e-05, 1.36314e-05, 0.000697603, 105.437, 2.5387, 153.694, 1.58258, 549.0, 0.637855, 1.52424, 0.929792, 15.7425, 0.00877147, 170.682, 1.99353, 3.41106, 0.000345423, 0.0185824, 4.40591e-07, 2.3702e-05, 1.23365e-05, 0.000663655, 1.0, 0.0, 0.23, 1930.0, 1491.0, 440629.0, 44.0, 0.0, 0.0, 0.0, 34.0, 16.0
mip9103, 1, 2935.0, 4300.0, 476803.0, 0.11597, 0.201802, 0.499442, 295.0, 2640.0, 0.100511, 0.899489, 0.516793, 1.83315, 0.185163, 1.96369, -0.00180357, -57.6837, 0.137209, 2.67909, 0.0236099, 20.0924, 0.344145, 4.49433, 1.33476, 1.39072, 0.000657774, 65.5668, 110.747, 2.4692, 180.384, 1.48583, 589.0, 0.623281, 1.36081, 1.01519, 15.0946, 0.00953273, 153.187, 2.06698, 3.37284, 0.000378788, 0.0194588, 4.83148e-07, 2.48199e-05, 1.35281e-05, 0.000694957, 110.884, 2.46744, 162.454, 1.59916, 590.0, 0.646891, 1.49716, 0.947745, 15.345, 0.0106223, 137.555, 2.1008, 3.31743, 0.000340716, 0.0184553, 4.34586e-07, 2.354e-05, 1.21684e-05, 0.000659119, 1.0, 0.0, 0.24, 2046.0, 1559.0, 472581.0, 85.0, 0.0, 0.0, 0.0, 79.0, 40.0
mip6962, 1, 2937.0, 4304.0, 478396.0, 0.117187, 0.193915, 0.49891, 296.0, 2641.0, 0.100783, 0.899217, 0.432431, 1.89347, 0.0837917, 3.15026, 0.00186664, 52.5576, 0.137546, 2.67479, 0.0124741, 32.8959, 0.18138, 7.29413, 1.16266, 1.10949, 0.000657162, 65.5973, 111.014, 2.46583, 180.918, 1.4863, 591.0, 0.619965, 1.40985, 1.01035, 15.164, 0.00293815, 1055.25, 2.07119, 3.36987, 0.000378644, 0.0194551, 4.82965e-07, 2.48152e-05, 1.3523e-05, 0.000694825, 111.151, 2.46408, 162.886, 1.59998, 592.0, 0.632439, 1.51459, 0.926802, 15.6847, 0.00386512, 801.947, 2.10126, 3.31976, 0.000340483, 0.0184491, 4.3429e-07, 2.3532e-05, 1.21601e-05, 0.000658895, 1.0, 0.0, 0.24, 1715.0, 1394.0, 473505.0, 108.0, 0.0, 0.0, 0.0, 15.0, 6.0
