@RELATION FEATURE_RUNSTATUS_MIPVerifySDP_SCIPfeatureset


@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE StaticOn {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE StaticOff {ok,timeout,memout,presolved,crash,unknown,other}
@ATTRIBUTE Dynamic {ok,timeout,memout,presolved,crash,unknown,other}



@DATA
mip3016, 1, ok, ok, ok
mip3017, 1, ok, ok, ok
mip3018, 1, ok, ok, ok
mip3019, 1, ok, ok, ok
mip302, 1, ok, ok, ok
mip3020, 1, ok, ok, ok
mip3021, 1, ok, ok, ok
mip3022, 1, ok, ok, ok
mip3023, 1, ok, ok, ok
mip3024, 1, ok, ok, ok
mip3025, 1, ok, ok, ok
mip3026, 1, ok, ok, ok
mip3027, 1, ok, ok, ok
mip3028, 1, ok, ok, ok
mip3029, 1, ok, ok, ok
mip303, 1, ok, ok, ok
mip3030, 1, ok, ok, ok
mip3031, 1, ok, ok, ok
mip3032, 1, ok, ok, ok
mip3033, 1, ok, ok, ok
mip3034, 1, ok, ok, ok
mip3035, 1, ok, ok, ok
mip3036, 1, ok, ok, ok
mip3037, 1, ok, ok, ok
mip3038, 1, ok, ok, ok
mip3039, 1, ok, ok, ok
mip304, 1, ok, ok, ok
mip3040, 1, ok, ok, ok
mip3041, 1, ok, ok, ok
mip3042, 1, ok, ok, ok
mip3043, 1, ok, ok, ok
mip3044, 1, ok, ok, ok
mip3045, 1, ok, ok, ok
mip3046, 1, ok, ok, ok
mip3047, 1, ok, ok, ok
mip3048, 1, ok, ok, ok
mip3049, 1, ok, ok, ok
mip305, 1, ok, ok, ok
mip3050, 1, ok, ok, ok
mip3051, 1, ok, ok, ok
mip3052, 1, ok, ok, ok
mip3053, 1, ok, ok, ok
mip3054, 1, ok, ok, ok
mip3055, 1, ok, ok, ok
mip3056, 1, ok, ok, ok
mip3057, 1, ok, ok, ok
mip3058, 1, ok, ok, ok
mip3059, 1, ok, ok, ok
mip306, 1, ok, ok, ok
mip3060, 1, ok, ok, ok
mip3061, 1, ok, ok, ok
mip3062, 1, ok, ok, ok
mip3063, 1, ok, ok, ok
mip3064, 1, ok, ok, ok
mip3065, 1, ok, ok, ok
mip3066, 1, ok, ok, ok
mip3067, 1, ok, ok, ok
mip3068, 1, ok, ok, ok
mip3069, 1, ok, ok, ok
mip307, 1, ok, ok, ok
mip3070, 1, ok, ok, ok
mip3071, 1, ok, ok, ok
mip3072, 1, ok, ok, ok
mip3073, 1, ok, ok, ok
mip3074, 1, ok, ok, ok
mip3075, 1, ok, ok, ok
mip3076, 1, ok, ok, ok
mip3077, 1, ok, ok, ok
mip3078, 1, ok, ok, ok
mip3079, 1, ok, ok, ok
mip308, 1, ok, ok, ok
mip3080, 1, ok, ok, ok
mip3081, 1, ok, ok, ok
mip3082, 1, ok, ok, ok
mip3083, 1, ok, ok, ok
mip3084, 1, ok, ok, ok
mip3085, 1, ok, ok, ok
mip3086, 1, ok, ok, ok
mip3087, 1, ok, ok, ok
mip3088, 1, ok, ok, ok
mip3089, 1, ok, ok, ok
mip309, 1, ok, ok, ok
mip3090, 1, ok, ok, ok
mip3091, 1, ok, ok, ok
mip3092, 1, ok, ok, ok
mip3093, 1, ok, ok, ok
mip3094, 1, ok, ok, ok
mip3095, 1, ok, ok, ok
mip3096, 1, ok, ok, ok
mip3097, 1, ok, ok, ok
mip3098, 1, ok, ok, ok
mip3099, 1, ok, ok, ok
mip31, 1, ok, ok, ok
mip310, 1, ok, ok, ok
mip3100, 1, ok, ok, ok
mip3101, 1, ok, ok, ok
mip3102, 1, ok, ok, ok
mip3103, 1, ok, ok, ok
mip3104, 1, ok, ok, ok
mip3105, 1, ok, ok, ok
mip3106, 1, ok, ok, ok
mip3107, 1, ok, ok, ok
mip3108, 1, ok, ok, ok
mip3109, 1, ok, ok, ok
mip311, 1, ok, ok, ok
mip3110, 1, ok, ok, ok
mip3111, 1, ok, ok, ok
mip3112, 1, ok, ok, ok
mip3113, 1, ok, ok, ok
mip3114, 1, ok, ok, ok
mip3115, 1, ok, ok, ok
mip3116, 1, ok, ok, ok
mip3117, 1, ok, ok, ok
mip3118, 1, ok, ok, ok
mip3119, 1, ok, ok, ok
mip312, 1, ok, ok, ok
mip3120, 1, ok, ok, ok
mip3121, 1, ok, ok, ok
mip3122, 1, ok, ok, ok
mip3123, 1, ok, ok, ok
mip3124, 1, ok, ok, ok
mip3125, 1, ok, ok, ok
mip3126, 1, ok, ok, ok
mip3127, 1, ok, ok, ok
mip3128, 1, ok, ok, ok
mip3129, 1, ok, ok, ok
mip313, 1, ok, ok, ok
mip3130, 1, ok, ok, ok
mip3131, 1, ok, ok, ok
mip3132, 1, ok, ok, ok
mip3133, 1, ok, ok, ok
mip3134, 1, ok, ok, ok
mip3135, 1, ok, ok, ok
mip3136, 1, ok, ok, ok
mip3137, 1, ok, ok, ok
mip3138, 1, ok, ok, ok
mip3139, 1, ok, ok, ok
mip314, 1, ok, ok, ok
mip3140, 1, ok, ok, ok
mip3141, 1, ok, ok, ok
mip3142, 1, ok, ok, ok
mip3143, 1, ok, ok, ok
mip3144, 1, ok, ok, ok
mip3145, 1, ok, ok, ok
mip3146, 1, ok, ok, ok
mip3147, 1, ok, ok, ok
mip3148, 1, ok, ok, ok
mip3149, 1, ok, ok, ok
mip315, 1, ok, ok, ok
mip3150, 1, ok, ok, ok
mip3151, 1, ok, ok, ok
mip3152, 1, ok, ok, ok
mip3153, 1, ok, ok, ok
mip3154, 1, ok, ok, ok
mip3155, 1, ok, ok, ok
mip3156, 1, ok, ok, ok
mip3157, 1, ok, ok, ok
mip3158, 1, ok, ok, ok
mip3159, 1, ok, ok, ok
mip316, 1, ok, ok, ok
mip3160, 1, ok, ok, ok
mip3161, 1, ok, ok, ok
mip3162, 1, ok, ok, ok
mip3163, 1, ok, ok, ok
mip3164, 1, ok, ok, ok
mip3165, 1, ok, ok, ok
mip3166, 1, ok, ok, ok
mip3167, 1, ok, ok, ok
mip3168, 1, ok, ok, ok
mip3169, 1, ok, ok, ok
mip317, 1, ok, ok, ok
mip3170, 1, ok, ok, ok
mip3171, 1, ok, ok, ok
mip3172, 1, ok, ok, ok
mip3173, 1, ok, ok, ok
mip3174, 1, ok, ok, ok
mip3175, 1, ok, ok, ok
mip3176, 1, ok, ok, ok
mip3177, 1, ok, ok, ok
mip3178, 1, ok, ok, ok
mip3179, 1, ok, ok, ok
mip318, 1, ok, ok, ok
mip3180, 1, ok, ok, ok
mip3181, 1, ok, ok, ok
mip3182, 1, ok, ok, ok
mip3183, 1, ok, ok, ok
mip3184, 1, ok, ok, ok
mip3185, 1, ok, ok, ok
mip3186, 1, ok, ok, ok
mip3187, 1, ok, ok, ok
mip3188, 1, ok, ok, ok
mip3189, 1, ok, ok, ok
mip319, 1, ok, ok, ok
mip3190, 1, ok, ok, ok
mip3191, 1, ok, ok, ok
mip3192, 1, ok, ok, ok
mip3193, 1, ok, ok, ok
mip3194, 1, ok, ok, ok
mip3195, 1, ok, ok, ok
mip3196, 1, ok, ok, ok
mip3197, 1, ok, ok, ok
mip3198, 1, ok, ok, ok
mip3199, 1, ok, ok, ok
mip32, 1, ok, ok, ok
mip320, 1, ok, ok, ok
mip3200, 1, ok, ok, ok
mip3201, 1, ok, ok, ok
mip3202, 1, ok, ok, ok
mip3203, 1, ok, ok, ok
mip3204, 1, ok, ok, ok
mip3205, 1, ok, ok, ok
mip3206, 1, ok, ok, ok
mip3207, 1, ok, ok, ok
mip3208, 1, ok, ok, ok
mip3209, 1, ok, ok, ok
mip321, 1, ok, ok, ok
mip3210, 1, ok, ok, ok
mip3211, 1, ok, ok, ok
mip3212, 1, ok, ok, ok
mip3213, 1, ok, ok, ok
mip3214, 1, ok, ok, ok
mip3215, 1, ok, ok, ok
mip3216, 1, ok, ok, ok
mip3217, 1, ok, ok, ok
mip3218, 1, ok, ok, ok
mip3219, 1, ok, ok, ok
mip322, 1, ok, ok, ok
mip3220, 1, ok, ok, ok
mip3221, 1, ok, ok, ok
mip3222, 1, ok, ok, ok
mip3223, 1, ok, ok, ok
mip3224, 1, ok, ok, ok
mip3225, 1, ok, ok, ok
mip3226, 1, ok, ok, ok
mip3227, 1, ok, ok, ok
mip3228, 1, ok, ok, ok
mip3229, 1, ok, ok, ok
mip323, 1, ok, ok, ok
mip3230, 1, ok, ok, ok
mip3231, 1, ok, ok, ok
mip3232, 1, ok, ok, ok
mip3233, 1, ok, ok, ok
mip3234, 1, ok, ok, ok
mip3235, 1, ok, ok, ok
mip3236, 1, ok, ok, ok
mip3237, 1, ok, ok, ok
mip3238, 1, ok, ok, ok
mip3239, 1, ok, ok, ok
mip324, 1, ok, ok, ok
mip3240, 1, ok, ok, ok
mip3241, 1, ok, ok, ok
mip3242, 1, ok, ok, ok
mip3243, 1, ok, ok, ok
mip3244, 1, ok, ok, ok
mip3245, 1, ok, ok, ok
mip3246, 1, ok, ok, ok
mip3247, 1, ok, ok, ok
mip3248, 1, ok, ok, ok
mip3249, 1, ok, ok, ok
mip325, 1, ok, ok, ok
mip3250, 1, ok, ok, ok
mip3251, 1, ok, ok, ok
mip3252, 1, ok, ok, ok
mip3253, 1, ok, ok, ok
mip3254, 1, ok, ok, ok
mip3255, 1, ok, ok, ok
mip3256, 1, ok, ok, ok
mip3257, 1, ok, ok, ok
mip3258, 1, ok, ok, ok
mip3259, 1, ok, ok, ok
mip326, 1, ok, ok, ok
mip3260, 1, ok, ok, ok
mip3261, 1, ok, ok, ok
mip3262, 1, ok, ok, ok
mip3263, 1, ok, ok, ok
mip3264, 1, ok, ok, ok
mip3265, 1, ok, ok, ok
mip3266, 1, ok, ok, ok
mip3267, 1, ok, ok, ok
mip3268, 1, ok, ok, ok
mip3269, 1, ok, ok, ok
mip327, 1, ok, ok, ok
mip3270, 1, ok, ok, ok
mip3271, 1, ok, ok, ok
mip3272, 1, ok, ok, ok
mip3273, 1, ok, ok, ok
mip3274, 1, ok, ok, ok
mip3275, 1, ok, ok, ok
mip3276, 1, ok, ok, ok
mip3277, 1, ok, ok, ok
mip3278, 1, ok, ok, ok
mip3279, 1, ok, ok, ok
mip328, 1, ok, ok, ok
mip3280, 1, ok, ok, ok
mip3281, 1, ok, ok, ok
mip3282, 1, ok, ok, ok
mip3283, 1, ok, ok, ok
mip3284, 1, ok, ok, ok
mip3285, 1, ok, ok, ok
mip3286, 1, ok, ok, ok
mip3287, 1, ok, ok, ok
mip3288, 1, ok, ok, ok
mip3289, 1, ok, ok, ok
mip329, 1, ok, ok, ok
mip3290, 1, ok, ok, ok
mip3291, 1, ok, ok, ok
mip3292, 1, ok, ok, ok
mip3293, 1, ok, ok, ok
mip3294, 1, ok, ok, ok
mip3295, 1, ok, ok, ok
mip3296, 1, ok, ok, ok
mip3297, 1, ok, ok, ok
mip3298, 1, ok, ok, ok
mip3299, 1, ok, ok, ok
mip33, 1, ok, ok, ok
mip330, 1, ok, ok, ok
mip3300, 1, ok, ok, ok
mip3301, 1, ok, ok, ok
mip3302, 1, ok, ok, ok
mip3303, 1, ok, ok, ok
mip3304, 1, ok, ok, ok
mip3305, 1, ok, ok, ok
mip3306, 1, ok, ok, ok
mip3307, 1, ok, ok, ok
mip3308, 1, ok, ok, ok
mip3309, 1, ok, ok, ok
mip331, 1, ok, ok, ok
mip3310, 1, ok, ok, ok
mip3311, 1, ok, ok, ok
mip3312, 1, ok, ok, ok
mip3313, 1, ok, ok, ok
mip3314, 1, ok, ok, ok
mip3315, 1, ok, ok, ok
mip3316, 1, ok, ok, ok
mip3317, 1, ok, ok, ok
mip3318, 1, ok, ok, ok
mip3319, 1, ok, ok, ok
mip332, 1, ok, ok, ok
mip3320, 1, ok, ok, ok
mip3321, 1, ok, ok, ok
mip3322, 1, ok, ok, ok
mip3323, 1, ok, ok, ok
mip3324, 1, ok, ok, ok
mip3325, 1, ok, ok, ok
mip3326, 1, ok, ok, ok
mip3327, 1, ok, ok, ok
mip3328, 1, ok, ok, ok
mip3329, 1, ok, ok, ok
mip333, 1, ok, ok, ok
mip3330, 1, ok, ok, ok
mip3331, 1, ok, ok, ok
mip3332, 1, ok, ok, ok
mip3333, 1, ok, ok, ok
mip3334, 1, ok, ok, ok
mip3335, 1, ok, ok, ok
mip3336, 1, ok, ok, ok
mip3337, 1, ok, ok, ok
mip3338, 1, ok, ok, ok
mip3339, 1, ok, ok, ok
mip334, 1, ok, ok, ok
mip3340, 1, ok, ok, ok
mip3341, 1, ok, ok, ok
mip3342, 1, ok, ok, ok
mip3343, 1, ok, ok, ok
mip3344, 1, ok, ok, ok
mip3345, 1, ok, ok, ok
mip3346, 1, ok, ok, ok
mip3347, 1, ok, ok, ok
mip3348, 1, ok, ok, ok
mip3349, 1, ok, ok, ok
mip335, 1, ok, ok, ok
mip3350, 1, ok, ok, ok
mip3351, 1, ok, ok, ok
mip3352, 1, ok, ok, ok
mip3353, 1, ok, ok, ok
mip3354, 1, ok, ok, ok
mip3355, 1, ok, ok, ok
mip3356, 1, ok, ok, ok
mip3357, 1, ok, ok, ok
mip3358, 1, ok, ok, ok
mip3359, 1, ok, ok, ok
mip336, 1, ok, ok, ok
mip3360, 1, ok, ok, ok
mip3361, 1, ok, ok, ok
mip3362, 1, ok, ok, ok
mip3363, 1, ok, ok, ok
mip3364, 1, ok, ok, ok
mip3365, 1, ok, ok, ok
mip3366, 1, ok, ok, ok
mip3367, 1, ok, ok, ok
mip3368, 1, ok, ok, ok
mip3369, 1, ok, ok, ok
mip337, 1, ok, ok, ok
mip3370, 1, ok, ok, ok
mip3371, 1, ok, ok, ok
mip3372, 1, ok, ok, ok
mip3373, 1, ok, ok, ok
mip3374, 1, ok, ok, ok
mip3375, 1, ok, ok, ok
mip3376, 1, ok, ok, ok
mip3377, 1, ok, ok, ok
mip3378, 1, ok, ok, ok
mip3379, 1, ok, ok, ok
mip338, 1, ok, ok, ok
mip3380, 1, ok, ok, ok
mip3381, 1, ok, ok, ok
mip3382, 1, ok, ok, ok
mip3383, 1, ok, ok, ok
mip3384, 1, ok, ok, ok
mip3385, 1, ok, ok, ok
mip3386, 1, ok, ok, ok
mip3387, 1, ok, ok, ok
mip3388, 1, ok, ok, ok
mip3389, 1, ok, ok, ok
mip339, 1, ok, ok, ok
mip3390, 1, ok, ok, ok
mip3391, 1, ok, ok, ok
mip3392, 1, ok, ok, ok
mip3393, 1, ok, ok, ok
mip3394, 1, ok, ok, ok
mip3395, 1, ok, ok, ok
mip3396, 1, ok, ok, ok
mip3397, 1, ok, ok, ok
mip3398, 1, ok, ok, ok
mip3399, 1, ok, ok, ok
mip34, 1, ok, ok, ok
mip340, 1, ok, ok, ok
mip3400, 1, ok, ok, ok
mip3401, 1, ok, ok, ok
mip3402, 1, ok, ok, ok
mip3403, 1, ok, ok, ok
mip3404, 1, ok, ok, ok
mip3405, 1, ok, ok, ok
mip3406, 1, ok, ok, ok
mip3407, 1, ok, ok, ok
mip3408, 1, ok, ok, ok
mip3409, 1, ok, ok, ok
mip341, 1, ok, ok, ok
mip3410, 1, ok, ok, ok
mip3411, 1, ok, ok, ok
mip3412, 1, ok, ok, ok
mip3413, 1, ok, ok, ok
mip3414, 1, ok, ok, ok
mip3415, 1, ok, ok, ok
mip3416, 1, ok, ok, ok
mip3417, 1, ok, ok, ok
mip3418, 1, ok, ok, ok
mip3419, 1, ok, ok, ok
mip342, 1, ok, ok, ok
mip3420, 1, ok, ok, ok
mip3421, 1, ok, ok, ok
mip3422, 1, ok, ok, ok
mip3423, 1, ok, ok, ok
mip3424, 1, ok, ok, ok
mip3425, 1, ok, ok, ok
mip3426, 1, ok, ok, ok
mip3427, 1, ok, ok, ok
mip3428, 1, ok, ok, ok
mip3429, 1, ok, ok, ok
mip343, 1, ok, ok, ok
mip3430, 1, ok, ok, ok
mip3431, 1, ok, ok, ok
mip3432, 1, ok, ok, ok
mip3433, 1, ok, ok, ok
mip3434, 1, ok, ok, ok
mip3435, 1, ok, ok, ok
mip3436, 1, ok, ok, ok
mip3437, 1, ok, ok, ok
mip3438, 1, ok, ok, ok
mip3439, 1, ok, ok, ok
mip344, 1, ok, ok, ok
mip3440, 1, ok, ok, ok
mip3441, 1, ok, ok, ok
mip3442, 1, ok, ok, ok
mip3443, 1, ok, ok, ok
mip3444, 1, ok, ok, ok
mip3445, 1, ok, ok, ok
mip3446, 1, ok, ok, ok
mip3447, 1, ok, ok, ok
mip3448, 1, ok, ok, ok
mip3449, 1, ok, ok, ok
mip345, 1, ok, ok, ok
mip3450, 1, ok, ok, ok
mip3451, 1, ok, ok, ok
mip3452, 1, ok, ok, ok
mip3453, 1, ok, ok, ok
mip3454, 1, ok, ok, ok
mip3455, 1, ok, ok, ok
mip3456, 1, ok, ok, ok
mip3457, 1, ok, ok, ok
mip3458, 1, ok, ok, ok
mip3459, 1, ok, ok, ok
mip346, 1, ok, ok, ok
mip3460, 1, ok, ok, ok
mip3461, 1, ok, ok, ok
mip3462, 1, ok, ok, ok
mip3463, 1, ok, ok, ok
mip3464, 1, ok, ok, ok
mip3465, 1, ok, ok, ok
mip3466, 1, ok, ok, ok
mip3467, 1, ok, ok, ok
mip3468, 1, ok, ok, ok
mip3469, 1, ok, ok, ok
mip347, 1, ok, ok, ok
mip3470, 1, ok, ok, ok
mip3471, 1, ok, ok, ok
mip3472, 1, ok, ok, ok
mip3473, 1, ok, ok, ok
mip3474, 1, ok, ok, ok
mip3475, 1, ok, ok, ok
mip3476, 1, ok, ok, ok
mip3477, 1, ok, ok, ok
mip3478, 1, ok, ok, ok
mip3479, 1, ok, ok, ok
mip348, 1, ok, ok, ok
mip3480, 1, ok, ok, ok
mip3481, 1, ok, ok, ok
mip3482, 1, ok, ok, ok
mip3483, 1, ok, ok, ok
mip3484, 1, ok, ok, ok
mip3485, 1, ok, ok, ok
mip3486, 1, ok, ok, ok
mip3487, 1, ok, ok, ok
mip3488, 1, ok, ok, ok
mip3489, 1, ok, ok, ok
mip349, 1, ok, ok, ok
mip3490, 1, ok, ok, ok
mip3491, 1, ok, ok, ok
mip3492, 1, ok, ok, ok
mip3493, 1, ok, ok, ok
mip3494, 1, ok, ok, ok
mip3495, 1, ok, ok, ok
mip3496, 1, ok, ok, ok
mip3497, 1, ok, ok, ok
mip3498, 1, ok, ok, ok
mip3499, 1, ok, ok, ok
mip35, 1, ok, ok, ok
mip350, 1, ok, ok, ok
mip3500, 1, ok, ok, ok
mip3501, 1, ok, ok, ok
mip3502, 1, ok, ok, ok
mip3503, 1, ok, ok, ok
mip3504, 1, ok, ok, ok
mip3505, 1, ok, ok, ok
mip3506, 1, ok, ok, ok
mip3507, 1, ok, ok, ok
mip3508, 1, ok, ok, ok
mip3509, 1, ok, ok, ok
mip351, 1, ok, ok, ok
mip3510, 1, ok, ok, ok
mip3511, 1, ok, ok, ok
mip3512, 1, ok, ok, ok
mip3513, 1, ok, ok, ok
mip3514, 1, ok, ok, ok
mip3515, 1, ok, ok, ok
mip3516, 1, ok, ok, ok
mip3517, 1, ok, ok, ok
mip3518, 1, ok, ok, ok
mip3519, 1, ok, ok, ok
mip352, 1, ok, ok, ok
mip3520, 1, ok, ok, ok
mip3521, 1, ok, ok, ok
mip3522, 1, ok, ok, ok
mip3523, 1, ok, ok, ok
mip3524, 1, ok, ok, ok
mip3525, 1, ok, ok, ok
mip3526, 1, ok, ok, ok
mip3527, 1, ok, ok, ok
mip3528, 1, ok, ok, ok
mip3529, 1, ok, ok, ok
mip353, 1, ok, ok, ok
mip3530, 1, ok, ok, ok
mip3531, 1, ok, ok, ok
mip3532, 1, ok, ok, ok
mip3533, 1, ok, ok, ok
mip3534, 1, ok, ok, ok
mip3535, 1, ok, ok, ok
mip3536, 1, ok, ok, ok
mip3537, 1, ok, ok, ok
mip3538, 1, ok, ok, ok
mip3539, 1, ok, ok, ok
mip354, 1, ok, ok, ok
mip3540, 1, ok, ok, ok
mip3541, 1, ok, ok, ok
mip3542, 1, ok, ok, ok
mip3543, 1, ok, ok, ok
mip3544, 1, ok, ok, ok
mip3545, 1, ok, ok, ok
mip3546, 1, ok, ok, ok
mip3547, 1, ok, ok, ok
mip3548, 1, ok, ok, ok
mip3549, 1, ok, ok, ok
mip355, 1, ok, ok, ok
mip3550, 1, ok, ok, ok
mip3551, 1, ok, ok, ok
mip3552, 1, ok, ok, ok
mip3553, 1, ok, ok, ok
mip3554, 1, ok, ok, ok
mip3555, 1, ok, ok, ok
mip3556, 1, ok, ok, ok
mip3557, 1, ok, ok, ok
mip3558, 1, ok, ok, ok
mip3559, 1, ok, ok, ok
mip356, 1, ok, ok, ok
mip3560, 1, ok, ok, ok
mip3561, 1, ok, ok, ok
mip3562, 1, ok, ok, ok
mip3563, 1, ok, ok, ok
mip3564, 1, ok, ok, ok
mip3565, 1, ok, ok, ok
mip3566, 1, ok, ok, ok
mip3567, 1, ok, ok, ok
mip3568, 1, ok, ok, ok
mip3569, 1, ok, ok, ok
mip357, 1, ok, ok, ok
mip3570, 1, ok, ok, ok
mip3571, 1, ok, ok, ok
mip3572, 1, ok, ok, ok
mip3573, 1, ok, ok, ok
mip3574, 1, ok, ok, ok
mip3575, 1, ok, ok, ok
mip3576, 1, ok, ok, ok
mip3577, 1, ok, ok, ok
mip3578, 1, ok, ok, ok
mip3579, 1, ok, ok, ok
mip358, 1, ok, ok, ok
mip3580, 1, ok, ok, ok
mip3581, 1, ok, ok, ok
mip3582, 1, ok, ok, ok
mip3583, 1, ok, ok, ok
mip3584, 1, ok, ok, ok
mip3585, 1, ok, ok, ok
mip3586, 1, ok, ok, ok
mip3587, 1, ok, ok, ok
mip3588, 1, ok, ok, ok
mip3589, 1, ok, ok, ok
mip359, 1, ok, ok, ok
mip3590, 1, ok, ok, ok
mip3591, 1, ok, ok, ok
mip3592, 1, ok, ok, ok
mip3593, 1, ok, ok, ok
mip3594, 1, ok, ok, ok
mip3595, 1, ok, ok, ok
mip3596, 1, ok, ok, ok
mip3597, 1, ok, ok, ok
mip3598, 1, ok, ok, ok
mip3599, 1, ok, ok, ok
mip36, 1, ok, ok, ok
mip360, 1, ok, ok, ok
mip3600, 1, ok, ok, ok
mip3601, 1, ok, ok, ok
mip3602, 1, ok, ok, ok
mip3603, 1, ok, ok, ok
mip3604, 1, ok, ok, ok
mip3605, 1, ok, ok, ok
mip3606, 1, ok, ok, ok
mip3607, 1, ok, ok, ok
mip3608, 1, ok, ok, ok
mip3609, 1, ok, ok, ok
mip361, 1, ok, ok, ok
mip3610, 1, ok, ok, ok
mip3611, 1, ok, ok, ok
mip3612, 1, ok, ok, ok
mip3613, 1, ok, ok, ok
mip3614, 1, ok, ok, ok
mip3615, 1, ok, ok, ok
mip3616, 1, ok, ok, ok
mip3617, 1, ok, ok, ok
mip3618, 1, ok, ok, ok
mip3619, 1, ok, ok, ok
mip362, 1, ok, ok, ok
mip3620, 1, ok, ok, ok
mip3621, 1, ok, ok, ok
mip3622, 1, ok, ok, ok
mip3623, 1, ok, ok, ok
mip3624, 1, ok, ok, ok
mip3625, 1, ok, ok, ok
mip3626, 1, ok, ok, ok
mip3627, 1, ok, ok, ok
mip3628, 1, ok, ok, ok
mip3629, 1, ok, ok, ok
mip363, 1, ok, ok, ok
mip3630, 1, ok, ok, ok
mip3631, 1, ok, ok, ok
mip3632, 1, ok, ok, ok
mip3633, 1, ok, ok, ok
mip3634, 1, ok, ok, ok
mip3635, 1, ok, ok, ok
mip3636, 1, ok, ok, ok
mip3637, 1, ok, ok, ok
mip3638, 1, ok, ok, ok
mip3639, 1, ok, ok, ok
mip364, 1, ok, ok, ok
mip3640, 1, ok, ok, ok
mip3641, 1, ok, ok, ok
mip3642, 1, ok, ok, ok
mip3643, 1, ok, ok, ok
mip3644, 1, ok, ok, ok
mip3645, 1, ok, ok, ok
mip3646, 1, ok, ok, ok
mip3647, 1, ok, ok, ok
mip3648, 1, ok, ok, ok
mip3649, 1, ok, ok, ok
mip365, 1, ok, ok, ok
mip3650, 1, ok, ok, ok
mip3651, 1, ok, ok, ok
mip3652, 1, ok, ok, ok
mip3653, 1, ok, ok, ok
mip3654, 1, ok, ok, ok
mip3655, 1, ok, ok, ok
mip3656, 1, ok, ok, ok
mip3657, 1, ok, ok, ok
mip3658, 1, ok, ok, ok
mip3659, 1, ok, ok, ok
mip366, 1, ok, ok, ok
mip3660, 1, ok, ok, ok
mip3661, 1, ok, ok, ok
mip3662, 1, ok, ok, ok
mip3663, 1, ok, ok, ok
mip3664, 1, ok, ok, ok
mip3665, 1, ok, ok, ok
mip3666, 1, ok, ok, ok
mip3667, 1, ok, ok, ok
mip3668, 1, ok, ok, ok
mip3669, 1, ok, ok, ok
mip367, 1, ok, ok, ok
mip3670, 1, ok, ok, ok
mip3671, 1, ok, ok, ok
mip3672, 1, ok, ok, ok
mip3673, 1, ok, ok, ok
mip3674, 1, ok, ok, ok
mip3675, 1, ok, ok, ok
mip3676, 1, ok, ok, ok
mip3677, 1, ok, ok, ok
mip3678, 1, ok, ok, ok
mip3679, 1, ok, ok, ok
mip368, 1, ok, ok, ok
mip3680, 1, ok, ok, ok
mip3681, 1, ok, ok, ok
mip3682, 1, ok, ok, ok
mip3683, 1, ok, ok, ok
mip3684, 1, ok, ok, ok
mip3685, 1, ok, ok, ok
mip3686, 1, ok, ok, ok
mip3687, 1, ok, ok, ok
mip3688, 1, ok, ok, ok
mip3689, 1, ok, ok, ok
mip369, 1, ok, ok, ok
mip3690, 1, ok, ok, ok
mip3691, 1, ok, ok, ok
mip3692, 1, ok, ok, ok
mip3693, 1, ok, ok, ok
mip3694, 1, ok, ok, ok
mip3695, 1, ok, ok, ok
mip3696, 1, ok, ok, ok
mip3697, 1, ok, ok, ok
mip3698, 1, ok, ok, ok
mip3699, 1, ok, ok, ok
mip37, 1, ok, ok, ok
mip370, 1, ok, ok, ok
mip3700, 1, ok, ok, ok
mip3701, 1, ok, ok, ok
mip3702, 1, ok, ok, ok
mip3703, 1, ok, ok, ok
mip3704, 1, ok, ok, ok
mip3705, 1, ok, ok, ok
mip3706, 1, ok, ok, ok
mip3707, 1, ok, ok, ok
mip3708, 1, ok, ok, ok
mip3709, 1, ok, ok, ok
mip371, 1, ok, ok, ok
mip3710, 1, ok, ok, ok
mip3711, 1, ok, ok, ok
mip3712, 1, ok, ok, ok
mip3713, 1, ok, ok, ok
mip3714, 1, ok, ok, ok
mip3715, 1, ok, ok, ok
mip3716, 1, ok, ok, ok
mip3717, 1, ok, ok, ok
mip3718, 1, ok, ok, ok
mip3719, 1, ok, ok, ok
mip372, 1, ok, ok, ok
mip3720, 1, ok, ok, ok
mip3721, 1, ok, ok, ok
mip3722, 1, ok, ok, ok
mip3723, 1, ok, ok, ok
mip3724, 1, ok, ok, ok
mip3725, 1, ok, ok, ok
mip3726, 1, ok, ok, ok
mip3727, 1, ok, ok, ok
mip3728, 1, ok, ok, ok
mip3729, 1, ok, ok, ok
mip373, 1, ok, ok, ok
mip3730, 1, ok, ok, ok
mip3731, 1, ok, ok, ok
mip3732, 1, ok, ok, ok
mip3733, 1, ok, ok, ok
mip3734, 1, ok, ok, ok
mip3735, 1, ok, ok, ok
mip3736, 1, ok, ok, ok
mip3737, 1, ok, ok, ok
mip3738, 1, ok, ok, ok
mip3739, 1, ok, ok, ok
mip374, 1, ok, ok, ok
mip3740, 1, ok, ok, ok
mip3741, 1, ok, ok, ok
mip3742, 1, ok, ok, ok
mip3743, 1, ok, ok, ok
mip3744, 1, ok, ok, ok
mip3745, 1, ok, ok, ok
mip3746, 1, ok, ok, ok
mip3747, 1, ok, ok, ok
mip3748, 1, ok, ok, ok
mip3749, 1, ok, ok, ok
mip375, 1, ok, ok, ok
mip3750, 1, ok, ok, ok
