@RELATION CV_sanitycheck

@ATTRIBUTE instance_id STRING
@ATTRIBUTE repetition NUMERIC
@ATTRIBUTE fold NUMERIC


@DATA
mip2140, 1, 9
mip2141, 1, 7
mip2142, 1, 4
mip2143, 1, 2
mip2144, 1, 5
mip2145, 1, 4
mip2146, 1, 10
mip2147, 1, 9
mip2148, 1, 5
mip2149, 1, 7
mip215, 1, 5
mip2150, 1, 5
mip2151, 1, 2
mip2152, 1, 4
mip2153, 1, 6
mip2154, 1, 1
mip2155, 1, 2
mip2156, 1, 3
mip2157, 1, 6
mip2158, 1, 10
mip2159, 1, 9
mip216, 1, 6
mip2160, 1, 7
mip2161, 1, 9
mip2162, 1, 7
mip2163, 1, 2
mip2164, 1, 1
mip2165, 1, 1
mip2166, 1, 4
mip2167, 1, 10
mip2168, 1, 8
mip2169, 1, 6
mip217, 1, 4
mip2170, 1, 8
mip2171, 1, 1
mip2172, 1, 9
mip2173, 1, 6
mip2174, 1, 7
mip2175, 1, 2
mip2176, 1, 7
mip2177, 1, 1
mip2178, 1, 3
mip2179, 1, 8
mip218, 1, 6
mip2180, 1, 9
mip2181, 1, 6
mip2182, 1, 8
mip2183, 1, 8
mip2184, 1, 1
mip2185, 1, 9
mip2186, 1, 8
mip2187, 1, 9
mip2188, 1, 3
mip2189, 1, 10
mip219, 1, 9
mip2190, 1, 7
mip2191, 1, 8
mip2192, 1, 5
mip2193, 1, 9
mip2194, 1, 5
mip2195, 1, 3
mip2196, 1, 7
mip2197, 1, 4
mip2198, 1, 7
mip2199, 1, 5
mip22, 1, 4
mip220, 1, 3
mip2200, 1, 1
mip2201, 1, 7
mip2202, 1, 4
mip2203, 1, 5
mip2204, 1, 10
mip2205, 1, 4
mip2206, 1, 9
mip2207, 1, 9
mip2208, 1, 5
mip2209, 1, 1
mip221, 1, 9
mip2210, 1, 6
mip2211, 1, 2
mip2212, 1, 8
mip2213, 1, 1
mip2214, 1, 7
mip2215, 1, 2
mip2216, 1, 2
mip2217, 1, 5
mip2218, 1, 5
mip2219, 1, 9
mip222, 1, 6
mip2220, 1, 4
mip2221, 1, 5
mip2222, 1, 1
mip2223, 1, 7
mip2224, 1, 8
mip2225, 1, 7
mip2226, 1, 1
mip2227, 1, 3
mip2228, 1, 1
mip2229, 1, 9
mip223, 1, 1
mip2230, 1, 4
mip2231, 1, 4
mip2232, 1, 10
mip2233, 1, 8
mip2234, 1, 4
mip2235, 1, 1
mip2236, 1, 4
mip2237, 1, 1
mip2238, 1, 2
mip2239, 1, 5
mip224, 1, 7
mip2240, 1, 1
mip2241, 1, 8
mip2242, 1, 3
mip2243, 1, 5
mip2244, 1, 8
mip2245, 1, 9
mip2246, 1, 9
mip2247, 1, 7
mip2248, 1, 1
mip2249, 1, 5
mip225, 1, 3
mip2250, 1, 3
mip2251, 1, 5
mip2252, 1, 8
mip2253, 1, 7
mip2254, 1, 3
mip2255, 1, 5
mip2256, 1, 2
mip2257, 1, 4
mip2258, 1, 5
mip2259, 1, 9
mip226, 1, 7
mip2260, 1, 1
mip2261, 1, 2
mip2262, 1, 5
mip2263, 1, 7
mip2264, 1, 6
mip2265, 1, 2
mip2266, 1, 6
mip2267, 1, 4
mip2268, 1, 5
mip2269, 1, 1
mip227, 1, 3
mip2270, 1, 4
mip2271, 1, 4
mip2272, 1, 6
mip2273, 1, 9
mip2274, 1, 9
mip2275, 1, 2
mip2276, 1, 4
mip2277, 1, 10
mip2278, 1, 5
mip2279, 1, 1
mip228, 1, 7
mip2280, 1, 4
mip2281, 1, 1
mip2282, 1, 4
mip2283, 1, 1
mip2284, 1, 2
mip2285, 1, 9
mip2286, 1, 2
mip2287, 1, 7
mip2288, 1, 8
mip2289, 1, 3
mip229, 1, 6
mip2290, 1, 8
mip2291, 1, 6
mip2292, 1, 3
mip2293, 1, 9
mip2294, 1, 6
mip2295, 1, 1
mip2296, 1, 4
mip2297, 1, 3
mip2298, 1, 4
mip2299, 1, 2
mip23, 1, 2
mip230, 1, 8
mip2300, 1, 1
mip2301, 1, 3
mip2302, 1, 1
mip2303, 1, 2
mip2304, 1, 2
mip2305, 1, 3
mip2306, 1, 10
mip2307, 1, 6
mip2308, 1, 2
mip2309, 1, 3
mip231, 1, 7
mip2310, 1, 2
mip2311, 1, 5
mip2312, 1, 3
mip2313, 1, 10
mip2314, 1, 9
mip2315, 1, 5
mip2316, 1, 2
mip2317, 1, 9
mip2318, 1, 8
mip2319, 1, 10
mip232, 1, 3
mip2320, 1, 10
mip2321, 1, 9
mip2322, 1, 6
mip2323, 1, 6
mip2324, 1, 8
mip2325, 1, 2
mip2326, 1, 8
mip2327, 1, 2
mip2328, 1, 6
mip2329, 1, 10
mip233, 1, 6
mip2330, 1, 6
mip2331, 1, 7
mip2332, 1, 1
mip2333, 1, 7
mip2334, 1, 4
mip2335, 1, 10
mip2336, 1, 10
mip2337, 1, 6
mip2338, 1, 1
mip2339, 1, 9
mip234, 1, 1
mip2340, 1, 10
mip2341, 1, 2
mip2342, 1, 2
mip2343, 1, 8
mip2344, 1, 3
mip2345, 1, 4
mip2346, 1, 7
mip2347, 1, 4
mip2348, 1, 1
mip2349, 1, 4
mip235, 1, 5
mip2350, 1, 4
mip2351, 1, 5
mip2352, 1, 6
mip2353, 1, 4
mip2354, 1, 6
mip2355, 1, 10
mip2356, 1, 1
mip2357, 1, 10
mip2358, 1, 2
mip2359, 1, 4
mip236, 1, 10
mip2360, 1, 7
mip2361, 1, 10
mip2362, 1, 5
mip2363, 1, 4
mip2364, 1, 5
mip2365, 1, 1
mip2366, 1, 5
mip2367, 1, 1
mip2368, 1, 9
mip2369, 1, 2
mip237, 1, 5
mip2370, 1, 1
mip2371, 1, 5
mip2372, 1, 8
mip2373, 1, 10
mip2374, 1, 9
mip2375, 1, 2
mip2376, 1, 7
mip2377, 1, 10
mip2378, 1, 1
mip2379, 1, 2
mip238, 1, 6
mip2380, 1, 8
mip2381, 1, 1
mip2382, 1, 6
mip2383, 1, 9
mip2384, 1, 1
mip2385, 1, 1
mip2386, 1, 10
mip2387, 1, 8
mip2388, 1, 6
mip2389, 1, 2
mip239, 1, 1
mip2390, 1, 3
mip2391, 1, 2
mip2392, 1, 5
mip2393, 1, 9
mip2394, 1, 5
mip2395, 1, 3
mip2396, 1, 6
mip2397, 1, 9
mip2398, 1, 4
mip2399, 1, 1
mip24, 1, 9
mip240, 1, 9
mip2400, 1, 7
mip2401, 1, 1
mip2402, 1, 10
mip2403, 1, 10
mip2404, 1, 7
mip2405, 1, 1
mip2406, 1, 10
mip2407, 1, 3
mip2408, 1, 6
mip2409, 1, 7
mip241, 1, 8
mip2410, 1, 1
mip2411, 1, 10
mip2412, 1, 1
mip2413, 1, 9
mip2414, 1, 7
mip2415, 1, 1
mip2416, 1, 5
mip2417, 1, 4
mip2418, 1, 7
mip2419, 1, 3
mip242, 1, 3
mip2420, 1, 3
mip2421, 1, 7
mip2422, 1, 2
mip2423, 1, 3
mip2424, 1, 1
mip2425, 1, 9
mip2426, 1, 1
mip2427, 1, 10
mip2428, 1, 5
mip2429, 1, 9
mip243, 1, 8
mip2430, 1, 5
mip2431, 1, 9
mip2432, 1, 9
mip2433, 1, 3
mip2434, 1, 5
mip2435, 1, 4
mip2436, 1, 3
mip2437, 1, 3
mip2438, 1, 2
mip2439, 1, 1
mip244, 1, 7
mip2440, 1, 8
mip2441, 1, 5
mip2442, 1, 1
mip2443, 1, 9
mip2444, 1, 6
mip2445, 1, 5
mip2446, 1, 8
mip2447, 1, 8
mip2448, 1, 10
mip2449, 1, 5
mip245, 1, 1
mip2450, 1, 3
mip2451, 1, 4
mip2452, 1, 6
mip2453, 1, 6
mip2454, 1, 5
mip2455, 1, 5
mip2456, 1, 4
mip2457, 1, 1
mip2458, 1, 9
mip2459, 1, 10
mip246, 1, 7
mip2460, 1, 6
mip2461, 1, 2
mip2462, 1, 2
mip2463, 1, 4
mip2464, 1, 4
mip2465, 1, 5
mip2466, 1, 3
mip2467, 1, 4
mip2468, 1, 9
mip2469, 1, 5
mip247, 1, 1
mip2470, 1, 10
mip2471, 1, 2
mip2472, 1, 7
mip2473, 1, 2
mip2474, 1, 3
mip2475, 1, 5
mip2476, 1, 7
mip2477, 1, 8
mip2478, 1, 9
mip2479, 1, 7
mip248, 1, 7
mip2480, 1, 4
mip2481, 1, 3
mip2482, 1, 9
mip2483, 1, 5
mip2484, 1, 4
mip2485, 1, 4
mip2486, 1, 4
mip2487, 1, 3
mip2488, 1, 5
mip2489, 1, 8
mip249, 1, 6
mip2490, 1, 5
mip2491, 1, 5
mip2492, 1, 1
mip2493, 1, 7
mip2494, 1, 7
mip2495, 1, 9
mip2496, 1, 4
mip2497, 1, 10
mip2498, 1, 10
mip2499, 1, 9
mip25, 1, 10
mip250, 1, 5
mip2500, 1, 5
mip2501, 1, 9
mip2502, 1, 3
mip2503, 1, 4
mip2504, 1, 6
mip2505, 1, 3
mip2506, 1, 2
mip2507, 1, 4
mip2508, 1, 5
mip2509, 1, 10
mip251, 1, 3
mip2510, 1, 7
mip2511, 1, 1
mip2512, 1, 6
mip2513, 1, 3
mip2514, 1, 10
mip2515, 1, 10
mip2516, 1, 3
mip2517, 1, 4
mip2518, 1, 8
mip2519, 1, 8
mip252, 1, 1
mip2520, 1, 6
mip2521, 1, 2
mip2522, 1, 4
mip2523, 1, 6
mip2524, 1, 1
mip2525, 1, 7
mip2526, 1, 5
mip2527, 1, 8
mip2528, 1, 8
mip2529, 1, 3
mip253, 1, 8
mip2530, 1, 6
mip2531, 1, 4
mip2532, 1, 5
mip2533, 1, 10
mip2534, 1, 10
mip2535, 1, 3
mip2536, 1, 6
mip2537, 1, 3
mip2538, 1, 1
mip2539, 1, 2
mip254, 1, 1
mip2540, 1, 6
mip2541, 1, 9
mip2542, 1, 10
mip2543, 1, 1
mip2544, 1, 2
mip2545, 1, 1
mip2546, 1, 8
mip2547, 1, 8
mip2548, 1, 9
mip2549, 1, 3
mip255, 1, 4
mip2550, 1, 5
mip2551, 1, 8
mip2552, 1, 10
mip2553, 1, 1
mip2554, 1, 8
mip2555, 1, 2
mip2556, 1, 6
mip2557, 1, 1
mip2558, 1, 10
mip2559, 1, 7
mip256, 1, 6
mip2560, 1, 7
mip2561, 1, 3
mip2562, 1, 7
mip2563, 1, 5
mip2564, 1, 6
mip2565, 1, 8
mip2566, 1, 7
mip2567, 1, 9
mip2568, 1, 8
mip2569, 1, 5
mip257, 1, 1
mip2570, 1, 4
mip2571, 1, 2
mip2572, 1, 5
mip2573, 1, 5
mip2574, 1, 4
mip2575, 1, 10
mip2576, 1, 9
mip2577, 1, 9
mip2578, 1, 2
mip2579, 1, 6
mip258, 1, 3
mip2580, 1, 7
mip2581, 1, 2
mip2582, 1, 2
mip2583, 1, 2
mip2584, 1, 6
mip2585, 1, 3
mip2586, 1, 2
mip2587, 1, 6
mip2588, 1, 8
mip2589, 1, 9
mip259, 1, 5
mip2590, 1, 4
mip2591, 1, 9
mip2592, 1, 9
mip2593, 1, 10
mip2594, 1, 9
mip2595, 1, 5
mip2596, 1, 4
mip2597, 1, 7
mip2598, 1, 5
mip2599, 1, 3
mip26, 1, 5
mip260, 1, 10
mip2600, 1, 2
mip2601, 1, 10
mip2602, 1, 10
mip2603, 1, 1
mip2604, 1, 10
mip2605, 1, 2
mip2606, 1, 5
mip2607, 1, 9
mip2608, 1, 7
mip2609, 1, 2
mip261, 1, 6
mip2610, 1, 5
mip2611, 1, 1
mip2612, 1, 1
mip2613, 1, 1
mip2614, 1, 9
mip2615, 1, 10
mip2616, 1, 2
mip2617, 1, 4
mip2618, 1, 3
mip2619, 1, 3
mip262, 1, 4
mip2620, 1, 8
mip2621, 1, 6
mip2622, 1, 3
mip2623, 1, 3
mip2624, 1, 1
mip2625, 1, 8
mip2626, 1, 4
mip2627, 1, 4
mip2628, 1, 1
mip2629, 1, 5
mip263, 1, 2
mip2630, 1, 7
mip2631, 1, 5
mip2632, 1, 3
mip2633, 1, 6
mip2634, 1, 6
mip2635, 1, 1
mip2636, 1, 10
mip2637, 1, 1
mip2638, 1, 10
mip2639, 1, 3
mip264, 1, 5
mip2640, 1, 10
mip2641, 1, 8
mip2642, 1, 8
mip2643, 1, 6
mip2644, 1, 5
mip2645, 1, 7
mip2646, 1, 8
mip2647, 1, 10
mip2648, 1, 4
mip2649, 1, 10
mip265, 1, 5
mip2650, 1, 1
mip2651, 1, 6
mip2652, 1, 1
mip2653, 1, 1
mip2654, 1, 5
mip2655, 1, 2
mip2656, 1, 3
mip2657, 1, 4
mip2658, 1, 1
mip2659, 1, 2
mip266, 1, 4
mip2660, 1, 6
mip2661, 1, 10
mip2662, 1, 1
mip2663, 1, 4
mip2664, 1, 8
mip2665, 1, 3
mip2666, 1, 9
mip2667, 1, 8
mip2668, 1, 8
mip2669, 1, 5
mip267, 1, 6
mip2670, 1, 10
mip2671, 1, 8
mip2672, 1, 10
mip2673, 1, 1
mip2674, 1, 7
mip2675, 1, 8
mip2676, 1, 4
mip2677, 1, 3
mip2678, 1, 4
mip2679, 1, 9
mip268, 1, 2
mip2680, 1, 5
mip2681, 1, 4
mip2682, 1, 8
mip2683, 1, 6
mip2684, 1, 2
mip2685, 1, 6
mip2686, 1, 3
mip2687, 1, 1
mip2688, 1, 5
mip2689, 1, 6
mip269, 1, 8
mip2690, 1, 3
mip2691, 1, 6
mip2692, 1, 8
mip2693, 1, 2
mip2694, 1, 7
mip2695, 1, 8
mip2696, 1, 9
mip2697, 1, 9
mip2698, 1, 10
mip2699, 1, 2
mip27, 1, 9
mip270, 1, 1
mip2700, 1, 5
mip2701, 1, 7
mip2702, 1, 3
mip2703, 1, 2
mip2704, 1, 10
mip2705, 1, 4
mip2706, 1, 6
mip2707, 1, 8
mip2708, 1, 5
mip2709, 1, 4
mip271, 1, 7
mip2710, 1, 2
mip2711, 1, 4
mip2712, 1, 9
mip2713, 1, 1
mip2714, 1, 7
mip2715, 1, 7
mip2716, 1, 3
mip2717, 1, 4
mip2718, 1, 4
mip2719, 1, 1
mip272, 1, 7
mip2720, 1, 10
mip2721, 1, 9
mip2722, 1, 4
mip2723, 1, 3
mip2724, 1, 5
mip2725, 1, 9
mip2726, 1, 8
mip2727, 1, 8
mip2728, 1, 9
mip2729, 1, 2
mip273, 1, 9
mip2730, 1, 4
mip2731, 1, 6
mip2732, 1, 5
mip2733, 1, 8
mip2734, 1, 5
mip2735, 1, 8
mip2736, 1, 5
mip2737, 1, 2
mip2738, 1, 5
mip2739, 1, 1
mip274, 1, 9
mip2740, 1, 5
mip2741, 1, 3
mip2742, 1, 7
mip2743, 1, 9
mip2744, 1, 9
mip2745, 1, 3
mip2746, 1, 4
mip2747, 1, 7
mip2748, 1, 5
mip2749, 1, 10
mip275, 1, 4
mip2750, 1, 8
mip2751, 1, 6
mip2752, 1, 1
mip2753, 1, 9
mip2754, 1, 9
mip2755, 1, 5
mip2756, 1, 3
mip2757, 1, 7
mip2758, 1, 6
mip2759, 1, 5
mip276, 1, 8
mip2760, 1, 3
mip2761, 1, 2
mip2762, 1, 9
mip2763, 1, 10
mip2764, 1, 5
mip2765, 1, 4
mip2766, 1, 8
mip2767, 1, 2
mip2768, 1, 7
mip2769, 1, 6
mip277, 1, 5
mip2770, 1, 5
mip2771, 1, 1
mip2772, 1, 1
mip2773, 1, 10
mip2774, 1, 9
mip2775, 1, 4
mip2776, 1, 9
mip2777, 1, 2
mip2778, 1, 5
mip2779, 1, 2
mip278, 1, 10
mip2780, 1, 2
mip2781, 1, 7
mip2782, 1, 4
mip2783, 1, 6
mip2784, 1, 2
mip2785, 1, 9
mip2786, 1, 7
mip2787, 1, 8
mip2788, 1, 7
mip2789, 1, 9
mip279, 1, 3
mip2790, 1, 7
mip2791, 1, 7
mip2792, 1, 10
mip2793, 1, 8
mip2794, 1, 2
mip2795, 1, 4
mip2796, 1, 2
mip2797, 1, 9
mip2798, 1, 8
mip2799, 1, 7
mip28, 1, 3
mip280, 1, 6
mip2800, 1, 2
mip2801, 1, 7
mip2802, 1, 2
mip2803, 1, 5
mip2804, 1, 9
mip2805, 1, 3
mip2806, 1, 2
mip2807, 1, 7
mip2808, 1, 2
mip2809, 1, 8
mip281, 1, 4
mip2810, 1, 6
mip2811, 1, 10
mip2812, 1, 10
mip2813, 1, 5
mip2814, 1, 3
mip2815, 1, 6
mip2816, 1, 10
mip2817, 1, 5
mip2818, 1, 6
mip2819, 1, 5
mip282, 1, 3
mip2820, 1, 2
mip2821, 1, 7
mip2822, 1, 10
mip2823, 1, 9
mip2824, 1, 6
mip2825, 1, 9
mip2826, 1, 2
mip2827, 1, 2
mip2828, 1, 3
mip2829, 1, 1
mip283, 1, 2
mip2830, 1, 4
mip2831, 1, 4
mip2832, 1, 7
mip2833, 1, 9
mip2834, 1, 10
mip2835, 1, 7
mip2836, 1, 10
mip2837, 1, 10
mip2838, 1, 5
mip2839, 1, 7
mip284, 1, 8
mip2840, 1, 7
mip2841, 1, 6
mip2842, 1, 6
mip2843, 1, 6
mip2844, 1, 2
mip2845, 1, 10
mip2846, 1, 8
mip2847, 1, 9
mip2848, 1, 6
mip2849, 1, 9
mip285, 1, 1
mip2850, 1, 6
mip2851, 1, 2
mip2852, 1, 5
mip2853, 1, 4
mip2854, 1, 10
mip2855, 1, 5
mip2856, 1, 1
mip2857, 1, 7
mip2858, 1, 7
mip2859, 1, 2
mip286, 1, 4
mip2860, 1, 5
mip2861, 1, 2
mip2862, 1, 9
mip2863, 1, 3
mip2864, 1, 1
mip2865, 1, 3
mip2866, 1, 6
mip2867, 1, 9
mip2868, 1, 1
mip2869, 1, 3
mip287, 1, 8
mip2870, 1, 6
mip2871, 1, 9
mip2872, 1, 5
mip2873, 1, 6
mip2874, 1, 7
mip2875, 1, 2
mip2876, 1, 2
mip2877, 1, 5
mip2878, 1, 1
mip2879, 1, 6
mip288, 1, 7
mip2880, 1, 9
mip2881, 1, 5
mip2882, 1, 7
mip2883, 1, 4
mip2884, 1, 9
mip2885, 1, 1
mip2886, 1, 3
mip2887, 1, 1
mip2888, 1, 5
mip2889, 1, 9
mip289, 1, 2
mip2890, 1, 6
mip2891, 1, 2
mip2892, 1, 9
mip2893, 1, 6
mip2894, 1, 5
mip2895, 1, 9
mip2896, 1, 10
mip2897, 1, 1
mip2898, 1, 4
mip2899, 1, 7
mip29, 1, 4
mip290, 1, 4
mip2900, 1, 3
mip2901, 1, 1
mip2902, 1, 1
mip2903, 1, 3
mip2904, 1, 7
mip2905, 1, 2
mip2906, 1, 6
mip2907, 1, 3
mip2908, 1, 5
mip2909, 1, 2
mip291, 1, 8
mip2910, 1, 6
mip2911, 1, 9
mip2912, 1, 5
mip2913, 1, 10
mip2914, 1, 8
mip2915, 1, 1
mip2916, 1, 7
mip2917, 1, 5
mip2918, 1, 8
mip2919, 1, 1
mip292, 1, 9
mip2920, 1, 1
mip2921, 1, 6
mip2922, 1, 10
mip2923, 1, 1
mip2924, 1, 8
mip2925, 1, 10
mip2926, 1, 2
mip2927, 1, 9
mip2928, 1, 1
mip2929, 1, 7
mip293, 1, 8
mip2930, 1, 1
mip2931, 1, 1
mip2932, 1, 3
mip2933, 1, 4
mip2934, 1, 7
mip2935, 1, 3
mip2936, 1, 7
mip2937, 1, 4
mip2938, 1, 8
mip2939, 1, 3
mip294, 1, 10
mip2940, 1, 3
mip2941, 1, 1
mip2942, 1, 5
mip2943, 1, 4
mip2944, 1, 6
mip2945, 1, 8
mip2946, 1, 9
mip2947, 1, 5
mip2948, 1, 5
mip2949, 1, 3
mip295, 1, 8
mip2950, 1, 1
mip2951, 1, 2
mip2952, 1, 1
mip2953, 1, 5
mip2954, 1, 6
mip2955, 1, 10
mip2956, 1, 1
mip2957, 1, 6
mip2958, 1, 2
mip2959, 1, 2
mip296, 1, 3
mip2960, 1, 6
mip2961, 1, 4
mip2962, 1, 8
mip2963, 1, 5
mip2964, 1, 7
mip2965, 1, 10
mip2966, 1, 1
mip2967, 1, 3
mip2968, 1, 9
mip2969, 1, 7
mip297, 1, 10
mip2970, 1, 8
mip2971, 1, 8
mip2972, 1, 6
mip2973, 1, 1
mip2974, 1, 2
mip2975, 1, 8
mip2976, 1, 10
mip2977, 1, 1
mip2978, 1, 10
mip2979, 1, 2
mip298, 1, 10
mip2980, 1, 9
mip2981, 1, 5
mip2982, 1, 9
mip2983, 1, 1
mip2984, 1, 9
mip2985, 1, 9
mip2986, 1, 4
mip2987, 1, 10
mip2988, 1, 2
mip2989, 1, 4
mip299, 1, 10
mip2990, 1, 3
mip2991, 1, 7
mip2992, 1, 9
mip2993, 1, 7
mip2994, 1, 7
mip2995, 1, 3
mip2996, 1, 4
mip2997, 1, 9
mip2998, 1, 4
mip2999, 1, 9
mip3, 1, 3
mip30, 1, 2
mip300, 1, 3
mip3000, 1, 8
mip3001, 1, 2
mip3002, 1, 8
mip3003, 1, 6
mip3004, 1, 4
mip3005, 1, 7
mip3006, 1, 2
mip3007, 1, 4
mip3008, 1, 3
mip3009, 1, 8
mip301, 1, 7
mip3010, 1, 7
mip3011, 1, 3
mip3012, 1, 7
mip3013, 1, 9
mip3014, 1, 2
mip3015, 1, 3
mip3016, 1, 2
mip3017, 1, 7
mip3018, 1, 2
mip3019, 1, 5
mip302, 1, 5
mip3020, 1, 9
mip3021, 1, 3
mip3022, 1, 4
mip3023, 1, 5
mip3024, 1, 9
mip3025, 1, 7
mip3026, 1, 9
mip3027, 1, 10
mip3028, 1, 6
mip3029, 1, 3
mip303, 1, 8
mip3030, 1, 5
mip3031, 1, 5
mip3032, 1, 6
mip3033, 1, 1
mip3034, 1, 6
mip3035, 1, 10
mip3036, 1, 10
mip3037, 1, 10
mip3038, 1, 10
mip3039, 1, 2
mip304, 1, 8
mip3040, 1, 3
mip3041, 1, 2
mip3042, 1, 9
mip3043, 1, 5
mip3044, 1, 7
mip3045, 1, 2
mip3046, 1, 8
mip3047, 1, 5
mip3048, 1, 4
mip3049, 1, 6
mip305, 1, 3
mip3050, 1, 1
mip3051, 1, 2
mip3052, 1, 9
mip3053, 1, 1
mip3054, 1, 10
mip3055, 1, 8
mip3056, 1, 5
mip3057, 1, 9
mip3058, 1, 1
mip3059, 1, 5
mip306, 1, 8
mip3060, 1, 5
mip3061, 1, 6
mip3062, 1, 8
mip3063, 1, 8
mip3064, 1, 2
mip3065, 1, 10
mip3066, 1, 3
mip3067, 1, 7
mip3068, 1, 6
mip3069, 1, 8
mip307, 1, 8
mip3070, 1, 5
mip3071, 1, 9
mip3072, 1, 10
mip3073, 1, 9
mip3074, 1, 5
mip3075, 1, 9
mip3076, 1, 10
mip3077, 1, 5
mip3078, 1, 5
mip3079, 1, 3
mip308, 1, 5
mip3080, 1, 8
mip3081, 1, 8
mip3082, 1, 3
mip3083, 1, 2
mip3084, 1, 5
mip3085, 1, 6
mip3086, 1, 6
mip3087, 1, 9
mip3088, 1, 7
mip3089, 1, 5
mip309, 1, 9
mip3090, 1, 3
mip3091, 1, 6
mip3092, 1, 7
mip3093, 1, 10
mip3094, 1, 4
mip3095, 1, 10
mip3096, 1, 6
mip3097, 1, 6
mip3098, 1, 6
mip3099, 1, 6
mip31, 1, 4
mip310, 1, 8
mip3100, 1, 9
mip3101, 1, 4
mip3102, 1, 3
mip3103, 1, 3
mip3104, 1, 3
mip3105, 1, 8
mip3106, 1, 10
mip3107, 1, 5
mip3108, 1, 6
mip3109, 1, 4
mip311, 1, 7
mip3110, 1, 10
mip3111, 1, 4
mip3112, 1, 7
mip3113, 1, 1
mip3114, 1, 1
mip3115, 1, 2
mip3116, 1, 1
mip3117, 1, 4
mip3118, 1, 2
mip3119, 1, 6
mip312, 1, 3
mip3120, 1, 6
mip3121, 1, 8
mip3122, 1, 7
mip3123, 1, 10
mip3124, 1, 6
mip3125, 1, 6
mip3126, 1, 1
mip3127, 1, 1
mip3128, 1, 9
mip3129, 1, 4
mip313, 1, 10
mip3130, 1, 1
mip3131, 1, 3
mip3132, 1, 8
mip3133, 1, 2
mip3134, 1, 3
mip3135, 1, 9
mip3136, 1, 1
mip3137, 1, 6
mip3138, 1, 5
mip3139, 1, 7
mip314, 1, 1
mip3140, 1, 7
mip3141, 1, 8
mip3142, 1, 4
mip3143, 1, 10
mip3144, 1, 6
mip3145, 1, 8
mip3146, 1, 1
mip3147, 1, 2
mip3148, 1, 10
mip3149, 1, 10
mip315, 1, 8
mip3150, 1, 4
mip3151, 1, 8
mip3152, 1, 3
mip3153, 1, 1
mip3154, 1, 2
mip3155, 1, 4
mip3156, 1, 1
mip3157, 1, 5
mip3158, 1, 4
mip3159, 1, 1
mip316, 1, 2
mip3160, 1, 3
mip3161, 1, 1
mip3162, 1, 1
mip3163, 1, 7
mip3164, 1, 3
mip3165, 1, 6
mip3166, 1, 6
mip3167, 1, 5
mip3168, 1, 9
mip3169, 1, 1
mip317, 1, 8
mip3170, 1, 9
mip3171, 1, 9
mip3172, 1, 10
mip3173, 1, 7
mip3174, 1, 8
mip3175, 1, 2
mip3176, 1, 7
mip3177, 1, 1
mip3178, 1, 4
mip3179, 1, 2
mip318, 1, 9
mip3180, 1, 2
mip3181, 1, 8
mip3182, 1, 9
mip3183, 1, 5
mip3184, 1, 7
mip3185, 1, 2
mip3186, 1, 7
mip3187, 1, 5
mip3188, 1, 7
mip3189, 1, 7
mip319, 1, 1
mip3190, 1, 4
mip3191, 1, 7
mip3192, 1, 4
mip3193, 1, 9
mip3194, 1, 10
mip3195, 1, 2
mip3196, 1, 6
mip3197, 1, 5
mip3198, 1, 5
mip3199, 1, 6
mip32, 1, 3
mip320, 1, 4
mip3200, 1, 4
mip3201, 1, 6
mip3202, 1, 9
mip3203, 1, 1
mip3204, 1, 2
mip3205, 1, 8
mip3206, 1, 8
mip3207, 1, 2
mip3208, 1, 9
mip3209, 1, 1
mip321, 1, 6
mip3210, 1, 9
mip3211, 1, 1
mip3212, 1, 4
mip3213, 1, 6
mip3214, 1, 4
mip3215, 1, 5
mip3216, 1, 8
mip3217, 1, 1
mip3218, 1, 4
mip3219, 1, 10
mip322, 1, 3
mip3220, 1, 4
mip3221, 1, 5
mip3222, 1, 8
mip3223, 1, 5
mip3224, 1, 6
mip3225, 1, 1
mip3226, 1, 4
mip3227, 1, 1
mip3228, 1, 8
mip3229, 1, 2
mip323, 1, 2
mip3230, 1, 8
mip3231, 1, 5
mip3232, 1, 5
mip3233, 1, 10
mip3234, 1, 2
mip3235, 1, 10
mip3236, 1, 4
mip3237, 1, 3
mip3238, 1, 9
mip3239, 1, 3
mip324, 1, 7
mip3240, 1, 8
mip3241, 1, 6
mip3242, 1, 8
mip3243, 1, 6
mip3244, 1, 9
mip3245, 1, 4
mip3246, 1, 4
mip3247, 1, 2
mip3248, 1, 10
mip3249, 1, 2
mip325, 1, 2
mip3250, 1, 3
mip3251, 1, 9
mip3252, 1, 6
mip3253, 1, 1
mip3254, 1, 10
mip3255, 1, 7
mip3256, 1, 7
mip3257, 1, 10
mip3258, 1, 5
mip3259, 1, 7
mip326, 1, 2
mip3260, 1, 10
mip3261, 1, 7
mip3262, 1, 3
mip3263, 1, 6
mip3264, 1, 9
mip3265, 1, 4
mip3266, 1, 7
mip3267, 1, 6
mip3268, 1, 3
mip3269, 1, 2
mip327, 1, 2
mip3270, 1, 10
mip3271, 1, 1
mip3272, 1, 5
mip3273, 1, 8
mip3274, 1, 8
mip3275, 1, 7
mip3276, 1, 6
mip3277, 1, 9
mip3278, 1, 10
mip3279, 1, 8
mip328, 1, 1
mip3280, 1, 7
mip3281, 1, 3
mip3282, 1, 7
mip3283, 1, 10
mip3284, 1, 7
mip3285, 1, 6
mip3286, 1, 3
mip3287, 1, 1
mip3288, 1, 5
mip3289, 1, 10
mip329, 1, 9
